iter	Passed	Remaining
227	12697	70840
228	12752	70780
229	12810	70734
230	12864	70668
231	12918	70605
232	12972	70542
233	13026	70474
234	13077	70397
235	13132	70335
236	13185	70269
237	13245	70232
238	13298	70162
239	13349	70086
240	13404	70024
241	13459	69969
242	13515	69915
243	13572	69867
244	13633	69835
245	13689	69783
246	13747	69738
247	13801	69676
248	13856	69614
249	13911	69557
250	13967	69505
251	14022	69442
252	14078	69390
253	14136	69345
254	14188	69274
255	14242	69209
256	14302	69176
257	14354	69104
258	14413	69062
259	14469	69006
260	14523	68944
261	14579	68891
262	14641	68866
263	14699	68822
264	14750	68741
265	14805	68683
266	14862	68634
267	14920	68590
268	14975	68531
269	15034	68489
270	15088	68425
271	15144	68374
272	15199	68315
273	15254	68254
274	15309	68195
275	15363	68135
276	15417	68068
277	15470	68003
278	15528	67957
279	15582	67894
280	15639	67844
281	15696	67794
282	15752	67741
283	15814	67710
284	15865	67638
285	15918	67569
286	15974	67513
287	16029	67457
288	16086	67409
289	16140	67346
290	16194	67283
291	16248	67218
292	16304	67167
293	16356	67096
294	16412	67042
295	16473	67005
296	16531	66961
297	16587	66906
298	16642	66847
299	16700	66802
300	16758	66754
301	16818	66718
302	16873	66659
303	16927	66595
304	16981	66535
305	17037	66481
306	17093	66426
307	17152	66382
308	17206	66321
309	17263	66268
310	17319	66213
311	17374	66157
312	17428	66095
313	17484	66041
314	17539	65982
315	17590	65907
316	17647	65859
317	17703	65802
318	17762	65761
319	17819	65708
320	17875	65655
321	17926	65581
322	17983	65530
323	18032	65450
324	18091	65407
325	18148	65358
326	18207	65313
327	18262	65254
328	18317	65196
329	18372	65140
330	18433	65102
331	18493	65061
332	18550	65011
333	18608	64962
334	18662	64900
335	18716	64840
336	18775	64795
337	18828	64729
338	18883	64671
339	18940	64620
340	18993	64555
341	19050	64503
342	19107	64452
343	19161	64392
344	19215	64330
345	19272	64277
346	19327	64220
347	19385	64171
348	19442	64120
349	19499	64069
350	19555	64013
351	19615	63973
352	19672	63922
353	19726	63860
354	19780	63799
355	19836	63745
356	19894	63695
357	19949	63637
358	20007	63588
359	20068	63551
360	20120	63483
361	20178	63433
362	20235	63381
363	20288	63318
364	20342	63257
365	20404	63221
366	20464	63178
367	20516	63111
368	20565	63033
369	20617	62967
370	20675	62918
371	20734	62872
372	20787	62807
373	20843	62753
374	20899	62698
375	20954	62640
376	21007	62577
377	21068	62537
378	21126	62487
379	21178	62421
380	21235	62368
381	21290	62312
382	21349	62264
383	21404	62206
384	21456	62139
385	21510	62079
386	21562	62012
387	21619	61962
388	21674	61904
389	21734	61860
390	21791	61806
391	21846	61749
392	21901	61690
393	21958	61640
394	22019	61599
395	22075	61544
396	22131	61489
397	22191	61444
398	22243	61377
399	22300	61325
400	22349	61252
401	22401	61186
402	22454	61123
403	22507	61061
404	22568	61018
405	22623	60962
406	22681	60910
407	22735	60851
408	22790	60793
409	22845	60735
410	22899	60675
411	22955	60621
412	23009	60561
413	23067	60509
414	23125	60460
415	23177	60395
416	23237	60351
417	23295	60300
418	23352	60249
419	23410	60197
420	23471	60155
421	23526	60097
422	23581	60039
423	23636	59982
424	23693	59930
425	23749	59874
426	23803	59814
427	23863	59769
428	23916	59707
429	23978	59666
430	24037	59619
431	24095	59570
432	24153	59518
433	24211	59467
434	24263	59402
435	24320	59350
436	24378	59301
437	24433	59242
438	24487	59182
439	24541	59123
440	24592	59055
441	24648	59000
442	24705	58948
443	24761	58893
444	24815	58831
445	24871	58777
446	24931	58732
447	24989	58681
448	25046	58626
449	25103	58574
450	25168	58540
451	25225	58488
452	25291	58454
453	25349	58405
454	25409	58357
455	25467	58306
456	25520	58245
457	25572	58180
458	25630	58129
459	25688	58077
460	25747	58029
461	25808	57984
462	25863	57928
463	25922	57879
464	25980	57827
465	26038	57776
466	26103	57741
467	26164	57695
468	26230	57663
469	26293	57620
470	26355	57578
471	26417	57535
472	26479	57493
473	26541	57450
474	26602	57406
475	26658	57348
476	26716	57296
477	26773	57243
478	26831	57192
479	26901	57166
480	26965	57125
481	27026	57081
482	27084	57028
483	27141	56975
484	27202	56928
485	27265	56886
486	27319	56826
487	27373	56766
488	27431	56713
489	27491	56666
490	27542	56599
491	27601	56549
492	27660	56498
493	27711	56431
494	27765	56372
495	27819	56312
496	27879	56263
497	27933	56203
498	27988	56144
499	28046	56092
500	28101	56034
501	28156	55977
502	28215	55925
503	28274	55875
504	28324	55807
505	28382	55754
506	28440	55702
507	28490	55634
508	28549	55585
509	28607	55532
510	28667	55484
511	28726	55433
512	28796	55403
513	28851	55344
514	28904	55283
515	28962	55230
516	29022	55181
517	29080	55129
518	29133	55066
519	29187	55007
520	29244	54951
521	29300	54896
522	29356	54839
523	29418	54794
524	29474	54737
525	29527	54677
526	29584	54622
527	29641	54566
528	29692	54501
529	29752	54451
530	29805	54390
531	29861	54335
532	29916	54276
533	29968	54213
534	30029	54164
535	30084	54106
536	30141	54052
537	30199	54000
538	30249	53932
539	30309	53883
540	30367	53831
541	30427	53780
542	30481	53721
543	30543	53676
544	30603	53626
545	30659	53569
546	30717	53517
547	30768	53451
548	30825	53396
549	30879	53337
550	30935	53281
551	30990	53223
552	31044	53162
553	31103	53111
554	31156	53049
555	31211	52992
556	31268	52936
557	31319	52872
558	31370	52808
559	31427	52753
560	31484	52699
561	31543	52647
562	31596	52586
563	31652	52529
564	31705	52468
565	31757	52405
566	31814	52350
567	31873	52299
568	31925	52236
569	31981	52180
570	32034	52119
571	32090	52062
572	32145	52005
573	32201	51949
574	32259	51896
575	32310	51831
576	32369	51780
577	32426	51725
578	32484	51671
579	32540	51615
580	32596	51560
581	32648	51497
582	32705	51442
583	32765	51392
584	32817	51330
585	32872	51272
586	32927	51213
587	32985	51161
588	33043	51107
589	33099	51052
590	33153	50992
591	33214	50943
592	33260	50872
593	33313	50812
594	33369	50755
595	33425	50698
596	33480	50641
597	33535	50583
598	33591	50527
599	33647	50470
600	33705	50418
601	33763	50364
602	33818	50307
603	33879	50257
604	33934	50200
605	33989	50142
606	34044	50085
607	34099	50027
608	34154	49970
609	34207	49908
610	34263	49852
611	34320	49797
612	34376	49742
613	34432	49686
614	34483	49621
615	34539	49566
616	34593	49507
617	34651	49454
618	34708	49399
619	34766	49345
620	34819	49285
621	34875	49229
622	34935	49178
623	34992	49123
624	35050	49071
625	35108	49017
626	35167	48964
627	35226	48913
628	35283	48858
629	35341	48804
630	35394	48744
631	35455	48695
632	35509	48636
633	35564	48579
634	35622	48524
635	35678	48468
636	35735	48414
637	35788	48353
638	35848	48303
639	35899	48240
640	35956	48185
641	36006	48121
642	36062	48065
643	36117	48007
644	36173	47950
645	36226	47891
646	36289	47843
647	36339	47780
648	36394	47721
649	36449	47664
650	36505	47607
651	36557	47547
652	36613	47491
653	36669	47435
654	36724	47377
655	36784	47326
656	36836	47265
657	36895	47212
658	36955	47161
659	37014	47109
660	37066	47048
661	37121	46990
662	37174	46931
663	37229	46873
664	37285	46817
665	37341	46760
666	37396	46703
667	37451	46646
668	37509	46592
669	37567	46538
670	37618	46476
671	37677	46424
672	37727	46360
673	37786	46308
674	37842	46252
675	37897	46194
676	37956	46141
677	38011	46084
678	38063	46024
679	38122	45971
680	38177	45913
681	38238	45864
682	38294	45807
683	38345	45745
684	38397	45684
685	38453	45628
686	38507	45569
687	38563	45513
688	38620	45459
689	38674	45400
690	38735	45350
691	38793	45296
692	38861	45254
693	38919	45200
694	38974	45143
695	39027	45083
696	39078	45021
697	39132	44962
698	39182	44900
699	39241	44847
700	39294	44788
701	39348	44730
702	39403	44671
703	39457	44614
704	39513	44557
705	39564	44495
706	39620	44439
707	39679	44387
708	39731	44326
709	39784	44267
710	39837	44208
711	39890	44148
712	39950	44096
713	40003	44037
714	40065	43988
715	40120	43930
716	40179	43878
717	40231	43817
718	40284	43758
719	40339	43701
720	40398	43648
721	40452	43590
722	40507	43533
723	40558	43471
724	40613	43414
725	40666	43354
726	40721	43297
727	40774	43238
728	40827	43179
729	40881	43122
730	40935	43063
731	40991	43007
732	41043	42947
733	41099	42890
734	41150	42829
735	41204	42771
736	41251	42707
737	41305	42649
738	41359	42591
739	41413	42532
740	41474	42482
741	41530	42426
742	41587	42370
743	41640	42311
744	41690	42250
745	41747	42194
746	41806	42142
747	41862	42086
748	41913	42025
749	41965	41965
750	42021	41909
751	42078	41854
752	42132	41796
753	42189	41742
754	42245	41686
755	42303	41632
756	42361	41577
757	42412	41516
758	42462	41455
759	42523	41404
760	42579	41348
761	42634	41291
762	42684	41229
763	42734	41167
764	42788	41110
765	42847	41057
766	42903	41001
767	42962	40948
768	43016	40890
769	43073	40836
770	43133	40783
771	43190	40728
772	43247	40673
773	43301	40616
774	43352	40555
775	43408	40499
776	43464	40443
777	43516	40383
778	43577	40333
779	43627	40271
780	43684	40217
781	43741	40161
782	43801	40109
783	43857	40053
784	43913	39997
785	43974	39946
786	44029	39889
787	44086	39834
788	44145	39781
789	44207	39730
790	44268	39679
791	44320	39619
792	44376	39563
793	44426	39502
794	44485	39449
795	44539	39391
796	44590	39331
797	44644	39273
798	44696	39213
799	44754	39160
800	44807	39101
801	44864	39046
802	44914	38985
803	44972	38931
804	45028	38875
805	45088	38822
806	45138	38761
807	45192	38704
808	45251	38650
809	45309	38596
810	45365	38540
811	45430	38493
812	45482	38433
813	45536	38375
814	45589	38317
815	45653	38268
816	45709	38212
817	45762	38153
818	45817	38097
819	45873	38041
820	45925	37982
821	45980	37925
822	46034	37868
823	46090	37811
824	46142	37753
825	46198	37697
826	46250	37637
827	46302	37579
828	46358	37522
829	46415	37467
830	46468	37410
831	46520	37350
832	46571	37290
833	46626	37234
834	46680	37176
835	46731	37116
836	46792	37065
837	46850	37010
838	46904	36953
839	46959	36896
840	47011	36837
841	47065	36780
842	47119	36723
843	47172	36665
844	47228	36608
845	47283	36552
846	47338	36495
847	47397	36442
848	47449	36383
849	47504	36327
850	47564	36274
851	47622	36220
852	47674	36160
853	47725	36101
854	47785	36048
855	47840	35992
856	47894	35934
857	47950	35879
858	48006	35823
859	48056	35763
860	48106	35703
861	48160	35645
862	48211	35585
863	48263	35527
864	48319	35471
865	48376	35416
866	48428	35357
867	48483	35301
868	48541	35247
869	48604	35196
870	48663	35142
871	48716	35084
872	48778	35033
873	48835	34977
874	48887	34919
875	48944	34864
876	48999	34807
877	49054	34751
878	49109	34695
879	49166	34639
880	49215	34579
881	49271	34523
882	49323	34465
883	49379	34409
884	49435	34353
885	49492	34298
886	49550	34243
887	49609	34190
888	49668	34136
889	49727	34083
890	49779	34024
891	49838	33970
892	49888	33911
893	49940	33852
894	49998	33798
895	50053	33741
896	50105	33682
897	50163	33628
898	50219	33572
899	50277	33518
900	50327	33458
901	50384	33403
902	50435	33344
903	50488	33286
904	50536	33225
905	50595	33172
906	50648	33114
907	50698	33054
908	50756	33000
909	50812	32944
910	50865	32886
911	50923	32831
912	50979	32776
913	51034	32720
914	51087	32662
915	51134	32601
916	51184	32541
917	51238	32484
918	51292	32427
919	51344	32369
920	51401	32314
921	51453	32256
922	51515	32204
923	51568	32146
924	51621	32089
925	51680	32035
926	51731	31976
927	51790	31922
928	51846	31867
929	51901	31810
930	51960	31756
931	52012	31698
932	52067	31642
933	52122	31586
934	52177	31529
935	52231	31473
936	52288	31417
937	52341	31360
938	52396	31303
939	52456	31250
940	52508	31192
941	52565	31137
942	52620	31080
943	52670	31022
944	52727	30966
945	52776	30907
946	52826	30848
947	52879	30790
948	52936	30735
949	52988	30677
950	53035	30616
951	53088	30559
952	53141	30501
953	53195	30445
954	53252	30390
955	53310	30335
956	53366	30280
957	53421	30224
958	53480	30169
959	53535	30113
960	53593	30059
961	53648	30002
962	53698	29944
963	53759	29891
964	53813	29834
965	53864	29775
966	53916	29718
967	53969	29660
968	54020	29602
969	54075	29546
970	54129	29489
971	54182	29432
972	54241	29378
973	54292	29320
974	54346	29263
975	54400	29206
976	54451	29148
977	54508	29093
978	54564	29038
979	54624	28984
980	54680	28928
981	54734	28872
982	54787	28815
983	54844	28759
984	54899	28703
985	54951	28646
986	55009	28591
987	55063	28534
988	55117	28478
989	55179	28425
990	55231	28367
991	55279	28308
992	55330	28250
993	55383	28193
994	55435	28135
995	55487	28078
996	55546	28024
997	55600	27967
998	55659	27913
999	55718	27859
1000	55767	27800
1001	55823	27744
1002	55878	27688
1003	55937	27634
1004	55989	27577
1005	56039	27518
1006	56096	27463
1007	56149	27406
1008	56207	27351
1009	56260	27294
1010	56312	27237
1011	56368	27181
1012	56424	27126
1013	56477	27069
1014	56531	27012
1015	56585	26956
1016	56639	26899
1017	56696	26844
1018	56746	26786
1019	56802	26730
1020	56855	26673
1021	56911	26618
1022	56969	26563
1023	57021	26506
1024	57091	26457
1025	57153	26404
1026	57203	26345
1027	57252	26287
1028	57301	26228
1029	57356	26172
1030	57405	26113
1031	57462	26058
1032	57510	25999
1033	57561	25941
1034	57612	25883
1035	57669	25828
1036	57720	25771
1037	57773	25714
1038	57830	25659
1039	57887	25604
1040	57938	25546
1041	57992	25489
1042	58048	25434
1043	58097	25375
1044	58149	25318
1045	58203	25262
1046	58260	25207
1047	58313	25150
1048	58364	25093
1049	58416	25035
1050	58469	24978
1051	58528	24924
1052	58582	24868
1053	58634	24811
1054	58687	24754
1055	58746	24700
1056	58802	24644
1057	58858	24589
1058	58911	24532
1059	58964	24475
1060	59013	24417
1061	59071	24362
1062	59123	24305
1063	59173	24247
1064	59231	24193
1065	59290	24138
1066	59343	24082
1067	59388	24022
1068	59438	23964
1069	59496	23909
1070	59550	23853
1071	59602	23796
1072	59653	23739
1073	59708	23683
1074	59762	23627
1075	59817	23571
1076	59874	23516
1077	59931	23461
1078	59987	23405
1079	60036	23347
1080	60092	23291
1081	60149	23237
1082	60205	23181
1083	60260	23125
1084	60313	23069
1085	60368	23013
1086	60425	22958
1087	60479	22902
1088	60532	22845
1089	60589	22790
1090	60643	22734
1091	60696	22677
1092	60762	22626
1093	60813	22568
1094	60862	22510
1095	60920	22456
1096	60977	22400
1097	61035	22346
1098	61092	22291
1099	61143	22234
1100	61195	22176
1101	61249	22120
1102	61303	22064
1103	61355	22007
1104	61408	21951
1105	61463	21895
1106	61518	21839
1107	61579	21786
1108	61631	21729
1109	61687	21673
1110	61737	21616
1111	61787	21558
1112	61841	21503
1113	61892	21445
1114	61943	21388
1115	61998	21332
1116	62059	21279
1117	62112	21222
1118	62164	21166
1119	62214	21108
1120	62266	21051
1121	62317	20994
1122	62374	20939
1123	62427	20883
1124	62479	20826
1125	62531	20769
1126	62585	20713
1127	62638	20657
1128	62690	20600
1129	62743	20544
1130	62806	20491
1131	62862	20435
1132	62916	20379
1133	62975	20325
1134	63036	20271
1135	63101	20219
1136	63160	20164
1137	63210	20107
1138	63261	20050
1139	63314	19993
1140	63370	19938
1141	63421	19881
1142	63476	19825
1143	63524	19768
1144	63577	19711
1145	63625	19653
1146	63677	19597
1147	63730	19540
1148	63786	19485
1149	63844	19430
1150	63901	19375
1151	63956	19320
1152	64008	19263
1153	64060	19206
1154	64115	19151
1155	64175	19097
1156	64228	19040
1157	64276	18983
1158	64326	18926
1159	64379	18869
1160	64431	18813
1161	64484	18757
1162	64547	18703
1163	64601	18647
1164	64652	18591
1165	64711	18536
1166	64761	18479
1167	64818	18424
1168	64871	18368
1169	64930	18313
1170	64983	18257
1171	65041	18202
1172	65099	18147
1173	65152	18091
1174	65206	18035
1175	65257	17979
1176	65312	17923
1177	65368	17868
1178	65416	17810
1179	65472	17755
1180	65533	17701
1181	65591	17646
1182	65647	17590
1183	65703	17535
1184	65759	17480
1185	65810	17423
1186	65866	17368
1187	65917	17311
1188	65978	17257
1189	66029	17200
1190	66080	17144
1191	66137	17089
1192	66194	17034
1193	66253	16979
1194	66305	16923
1195	66360	16867
1196	66412	16811
1197	66468	16755
1198	66520	16699
1199	66573	16643
1200	66628	16587
1201	66685	16532
1202	66737	16476
1203	66788	16419
1204	66837	16362
1205	66894	16307
1206	66945	16250
1207	67005	16196
1208	67055	16140
1209	67109	16084
1210	67167	16029
1211	67224	15974
1212	67283	15919
1213	67332	15862
1214	67393	15808
1215	67441	15751
1216	67493	15694
1217	67544	15638
1218	67601	15583
1219	67655	15527
1220	67714	15472
1221	67769	15417
1222	67821	15361
1223	67871	15304
1224	67923	15248
1225	67980	15192
1226	68039	15138
1227	68090	15081
1228	68146	15026
1229	68204	14971
1230	68258	14915
1231	68310	14859
1232	68360	14803
1233	68420	14748
1234	68477	14693
1235	68535	14638
1236	68592	14583
1237	68650	14528
1238	68708	14473
1239	68759	14417
1240	68813	14361
1241	68867	14305
1242	68924	14250
1243	68976	14194
1244	69035	14139
1245	69092	14084
1246	69154	14030
1247	69212	13975
1248	69264	13919
1249	69320	13864
1250	69375	13808
1251	69431	13753
1252	69482	13696
1253	69536	13641
1254	69588	13584
1255	69640	13528
1256	69687	13471
1257	69740	13415
1258	69791	13359
1259	69850	13304
1260	69914	13251
1261	69981	13197
1262	70033	13141
1263	70084	13085
1264	70130	13028
1265	70183	12972
1266	70240	12917
1267	70296	12861
1268	70343	12804
1269	70394	12748
1270	70445	12692
1271	70506	12637
1272	70562	12582
1273	70616	12526
1274	70668	12470
1275	70723	12415
1276	70775	12359
1277	70825	12302
1278	70879	12247
1279	70935	12192
1280	70989	12136
1281	71045	12081
1282	71106	12026
1283	71158	11970
1284	71216	11915
1285	71276	11860
1286	71334	11805
1287	71388	11750
1288	71443	11694
1289	71495	11638
1290	71547	11582
1291	71601	11527
1292	71659	11472
1293	71717	11417
1294	71771	11361
1295	71824	11305
1296	71890	11251
1297	71948	11196
1298	72007	11141
1299	72059	11086
1300	72114	11030
1301	72168	10974
1302	72225	10919
1303	72279	10864
1304	72330	10807
1305	72390	10753
1306	72438	10696
1307	72487	10640
1308	72539	10584
1309	72595	10529
1310	72646	10473
1311	72699	10417
1312	72755	10361
1313	72805	10305
1314	72864	10250
1315	72919	10195
1316	72976	10140
1317	73029	10084
1318	73086	10029
1319	73144	9974
1320	73195	9918
1321	73250	9862
1322	73306	9807
1323	73364	9752
1324	73418	9696
1325	73470	9640
1326	73524	9585
1327	73579	9529
1328	73629	9473
1329	73683	9418
1330	73734	9362
1331	73789	9306
1332	73848	9251
1333	73908	9196
1334	73955	9140
1335	74008	9084
1336	74054	9028
1337	74107	8972
1338	74158	8916
1339	74209	8860
1340	74267	8805
1341	74323	8750
1342	74373	8694
1343	74425	8638
1344	74483	8583
1345	74534	8527
1346	74589	8472
1347	74639	8416
1348	74689	8360
1349	74738	8304
1350	74792	8248
1351	74842	8192
1352	74896	8137
1353	74947	8081
1354	75002	8026
1355	75056	7970
1356	75105	7914
1357	75162	7859
1358	75210	7803
1359	75259	7747
1360	75313	7691
1361	75370	7636
1362	75422	7581
1363	75477	7525
1364	75528	7469
1365	75581	7414
1366	75644	7359
1367	75696	7304
1368	75746	7248
1369	75798	7192
1370	75851	7137
1371	75907	7081
1372	75967	7026
1373	76019	6971
1374	76080	6916
1375	76132	6860
1376	76182	6804
1377	76231	6749
1378	76292	6694
1379	76342	6638
1380	76397	6583
1381	76453	6527
1382	76514	6473
1383	76573	6417
1384	76626	6362
1385	76678	6306
1386	76734	6251
1387	76779	6195
1388	76830	6139
1389	76886	6084
1390	76940	6029
1391	76990	5973
1392	77045	5918
1393	77096	5862
1394	77149	5806
1395	77203	5751
1396	77254	5695
1397	77307	5640
1398	77361	5585
1399	77416	5529
1400	77467	5474
1401	77525	5419
1402	77581	5363
1403	77630	5308
1404	77679	5252
1405	77740	5197
1406	77799	5142
1407	77856	5087
1408	77909	5031
1409	77963	4976
1410	78015	4920
1411	78070	4865
1412	78121	4810
1413	78179	4754
1414	78226	4699
1415	78281	4643
1416	78334	4588
1417	78385	4532
1418	78444	4477
1419	78501	4422
1420	78555	4367
1421	78604	4311
1422	78658	4256
1423	78704	4200
1424	78758	4145
1425	78810	4089
1426	78867	4034
1427	78916	3978
1428	78971	3923
1429	79022	3868
1430	79072	3812
1431	79124	3757
1432	79171	3701
1433	79226	3646
1434	79281	3591
1435	79334	3535
1436	79384	3480
1437	79436	3424
1438	79489	3369
1439	79545	3314
1440	79605	3259
1441	79656	3203
1442	79706	3148
1443	79763	3093
1444	79818	3038
1445	79868	2982
1446	79921	2927
1447	79974	2872
1448	80024	2816
1449	80075	2761
1450	80126	2705
1451	80178	2650
1452	80229	2595
1453	80287	2540
1454	80342	2484
1455	80397	2429
1456	80451	2374
1457	80501	2318
1458	80558	2263
1459	80609	2208
1460	80670	2153
1461	80718	2098
1462	80777	2042
1463	80828	1987
1464	80882	1932
1465	80941	1877
1466	80996	1822
1467	81051	1766
1468	81110	1711
1469	81161	1656
1470	81211	1601
1471	81263	1545
1472	81317	1490
1473	81369	1435
1474	81417	1379
1475	81470	1324
1476	81523	1269
1477	81575	1214
1478	81630	1159
1479	81688	1103
1480	81737	1048
1481	81792	993
1482	81848	938
1483	81899	883
1484	81952	827
1485	82005	772
1486	82061	717
1487	82109	662
1488	82172	607
1489	82223	551
1490	82274	496
1491	82333	441
1492	82388	386
1493	82442	331
1494	82492	275
1495	82549	220
1496	82607	165
1497	82656	110
1498	82711	55
1499	82766	0
