iter	Accuracy	MultiClass
120	0.7943865787	1.232930461
121	0.7947046195	1.230728944
122	0.7945455991	1.22847882
123	0.7945853542	1.226321407
124	0.7945455991	1.224117017
125	0.7945455991	1.221969232
126	0.7945455991	1.219864541
127	0.794505844	1.217761713
128	0.794505844	1.215621692
129	0.794505844	1.213474528
130	0.7945455991	1.211357802
131	0.7948238849	1.209232223
132	0.7948238849	1.207155019
133	0.794505844	1.20505949
134	0.7945455991	1.203012723
135	0.7947443747	1.201017203
136	0.7947046195	1.19900825
137	0.79486364	1.196962026
138	0.7948238849	1.19493273
139	0.7948238849	1.192929057
140	0.7951021706	1.19092616
141	0.7953009462	1.188985847
142	0.7952611911	1.187024026
143	0.7951419257	1.185004047
144	0.7952611911	1.183047738
145	0.7953407013	1.181106959
146	0.7953009462	1.17912759
147	0.7953804564	1.177151015
148	0.7954202115	1.175167763
149	0.7954202115	1.173279862
150	0.7953009462	1.171355621
151	0.7951816808	1.169442329
152	0.7951816808	1.167555903
153	0.7953804564	1.165629643
154	0.7950624155	1.16376193
155	0.795221436	1.161918131
156	0.7954202115	1.160069985
157	0.795221436	1.158218344
158	0.7953407013	1.156379282
159	0.7955394768	1.154524768
160	0.7954599666	1.152669245
161	0.7953804564	1.150826068
162	0.7953804564	1.148981881
163	0.7953407013	1.147172325
164	0.7954599666	1.145385519
165	0.7953804564	1.143562763
166	0.7955394768	1.141767571
167	0.7953009462	1.139937594
168	0.7954202115	1.138099929
169	0.7954997217	1.136363439
170	0.7954599666	1.134627181
171	0.795618987	1.132859166
172	0.7956587421	1.131075543
173	0.7955792319	1.129367238
174	0.7958575177	1.127636804
175	0.7958177626	1.125904584
176	0.7957382524	1.124183157
177	0.7958177626	1.122464137
178	0.7958972728	1.120719493
179	0.795976783	1.11899496
180	0.7958575177	1.117279123
181	0.7958575177	1.115559326
182	0.7960960483	1.113903899
183	0.7962550688	1.112230768
184	0.7962153137	1.11055127
185	0.7960562932	1.108895842
186	0.7961358035	1.107245617
187	0.7963743341	1.105588171
188	0.796334579	1.104011477
189	0.7963743341	1.102382915
190	0.7965333545	1.100770814
191	0.7963743341	1.099131848
192	0.7963743341	1.097503985
193	0.7963743341	1.095908501
194	0.7964140892	1.094260993
195	0.7965333545	1.092637012
196	0.7965333545	1.09104541
197	0.7965731096	1.089451634
198	0.7967321301	1.08786011
199	0.7969706607	1.086278291
200	0.7969706607	1.08472924
201	0.7970899261	1.083172191
202	0.7971296812	1.081636106
203	0.7971694363	1.080087132
204	0.7973682118	1.078543904
205	0.7972489465	1.077007276
206	0.797447722	1.075455351
207	0.7976464976	1.073889994
208	0.7975272322	1.072404457
209	0.7976464976	1.070907817
210	0.7974874771	1.069393085
211	0.7975669874	1.06787354
212	0.7975272322	1.066368514
213	0.7972489465	1.064865584
214	0.797447722	1.063378184
215	0.7976464976	1.0618942
216	0.7978850282	1.060404393
217	0.7976464976	1.058918624
218	0.7981235589	1.057460962
219	0.7979247833	1.056036068
220	0.7978452731	1.054579183
221	0.7978850282	1.053158714
222	0.797805518	1.051743293
223	0.7980440487	1.050288271
224	0.7980042936	1.048842723
225	0.7980042936	1.047391273
226	0.7980042936	1.045981364
227	0.7980440487	1.04455251
228	0.7980042936	1.043114182
229	0.7979645384	1.041710641
230	0.7980838038	1.040279379
231	0.7981235589	1.038854252
232	0.7980838038	1.037412197
233	0.7980440487	1.036021234
234	0.7980838038	1.034580655
235	0.798163314	1.033175017
236	0.7983223344	1.031770155
237	0.7984415997	1.030401166
238	0.7984415997	1.028992345
239	0.79852111	1.027618852
240	0.7986403753	1.026272459
241	0.7986801304	1.024913253
242	0.7987198855	1.023552805
243	0.7987596406	1.02219624
244	0.7986403753	1.020870811
245	0.7985608651	1.019550273
246	0.7984813549	1.018198367
247	0.7984813549	1.016885206
248	0.7983223344	1.015526
249	0.7984415997	1.014211287
250	0.7984018446	1.012926467
251	0.7984415997	1.011604066
252	0.7985608651	1.010273046
253	0.7984415997	1.009032407
254	0.79852111	1.007751936
255	0.79852111	1.006439629
256	0.79852111	1.005172668
257	0.7983223344	1.003885518
258	0.7984018446	1.002584548
259	0.7984415997	1.00133661
260	0.7984813549	1.000070348
261	0.7984813549	0.9988273796
262	0.7984813549	0.9975479173
263	0.7984415997	0.9963157419
264	0.7986801304	0.9950601948
265	0.7986801304	0.9938269323
266	0.7986403753	0.9925553124
267	0.7988391508	0.99131149
268	0.7987596406	0.9900487217
269	0.7987198855	0.988816624
270	0.7987596406	0.987595552
271	0.7988391508	0.9863991717
272	0.7988789059	0.9851638128
273	0.798918661	0.9839536114
274	0.7988391508	0.982729123
275	0.7989584162	0.981521251
276	0.7987198855	0.9803309271
277	0.7989584162	0.9791489891
278	0.7990379264	0.9779637123
279	0.7991174366	0.9767937319
280	0.7990379264	0.9756364855
281	0.7991571917	0.9744572651
282	0.7991571917	0.9732745506
283	0.7991969468	0.9720971938
284	0.7993957224	0.9709670461
285	0.7995547428	0.969786661
286	0.7994354775	0.9686309676
287	0.7995149877	0.96749158
288	0.7993957224	0.9663188819
289	0.7994354775	0.9651758449
290	0.799634253	0.9640514431
291	0.7995547428	0.9628868203
292	0.7994752326	0.9617740655
293	0.7995944979	0.9606700071
294	0.7996740081	0.9595543018
295	0.7997137632	0.9583783425
296	0.7997137632	0.9572464866
297	0.7997535183	0.9561048473
298	0.7998727837	0.9549893748
299	0.7998330285	0.9538659048
300	0.7998727837	0.9527644087
301	0.7998727837	0.9516534398
302	0.8000715592	0.950544412
303	0.8001113143	0.9494495936
304	0.8000715592	0.9483867656
305	0.8001908245	0.9472745544
306	0.8002703347	0.9462047382
307	0.8003100898	0.9451305738
308	0.8002305796	0.9440293107
309	0.800349845	0.9429513416
310	0.8003896001	0.9418549703
311	0.800349845	0.9407629471
312	0.8004293552	0.9396921215
313	0.8005088654	0.9386278959
314	0.8005486205	0.9375598656
315	0.8005088654	0.9365205646
316	0.8004691103	0.9354441484
317	0.8005088654	0.9344121462
318	0.8005883756	0.9333477653
319	0.800747396	0.9323231395
320	0.8006678858	0.9312759185
321	0.8006678858	0.9302326575
322	0.8009859267	0.9292045375
323	0.8009064165	0.9281878317
324	0.8007871511	0.9271658459
325	0.8009859267	0.9261139661
326	0.8009859267	0.9251103049
327	0.8009859267	0.9240858344
328	0.8010256818	0.9230638486
329	0.8009859267	0.9220682626
330	0.8011847022	0.9210431709
331	0.8013437227	0.9200079852
332	0.8013834778	0.9190377897
333	0.8013834778	0.9180366132
334	0.801462988	0.9170504225
335	0.801462988	0.9160678036
336	0.8016220084	0.9150990834
337	0.8015424982	0.9141015563
338	0.8015822533	0.9131309726
339	0.8016220084	0.9121483536
340	0.8015424982	0.9111605324
341	0.8015822533	0.910205478
342	0.8015424982	0.9092420378
343	0.8017015186	0.9083000281
344	0.8015822533	0.9073264162
345	0.8017412738	0.9063919382
346	0.8019400493	0.9054284203
347	0.8018605391	0.9044830718
348	0.801820784	0.9034868647
349	0.8018605391	0.9025392644
350	0.8018605391	0.9015904218
351	0.8020195595	0.9006321062
352	0.8020195595	0.8996861365
353	0.8021388248	0.8987502609
354	0.8021785799	0.8978017289
355	0.8021388248	0.8968688814
356	0.8021388248	0.8959325399
357	0.8024171106	0.8949673915
358	0.8024966208	0.8940381158
359	0.8024966208	0.8931345412
360	0.8024171106	0.892221649
361	0.8025363759	0.8912925286
362	0.8026953964	0.890390274
363	0.8028146617	0.8894725677
364	0.8027749066	0.8885469415
365	0.8028941719	0.8876293128
366	0.8028146617	0.8867087336
367	0.8028941719	0.8858032955
368	0.8027749066	0.8848898597
369	0.8027351515	0.8839859745
370	0.8028146617	0.8831056939
371	0.8029736821	0.8822062346
372	0.802933927	0.8813225375
373	0.8028941719	0.8804548357
374	0.8028544168	0.8795525035
375	0.802933927	0.8786633711
376	0.8028544168	0.8777893799
377	0.8030531923	0.8768985394
378	0.8030531923	0.8760430281
379	0.8031724577	0.8751705121
380	0.8034109883	0.8742916292
381	0.8030929474	0.873440932
382	0.8031724577	0.8725964465
383	0.8034904985	0.8717348011
384	0.803291723	0.8709153179
385	0.8033712332	0.8700518866
386	0.8035302536	0.8691992483
387	0.8035302536	0.8683399323
388	0.8036097639	0.8674953692
389	0.8036892741	0.8666595801
390	0.803649519	0.8658243346
391	0.8037290292	0.8649933597
392	0.8037290292	0.8641589683
393	0.8036892741	0.8633335062
394	0.8036892741	0.8625120818
395	0.8036892741	0.8616866198
396	0.8037290292	0.8608710965
397	0.8038880496	0.8600287075
398	0.8039278047	0.8592148925
399	0.8038482945	0.8584023198
400	0.8039278047	0.8575706461
401	0.8038482945	0.8567457276
402	0.8038880496	0.8559341643
403	0.8038085394	0.85510086
404	0.8040073149	0.854297139
405	0.8042856007	0.8534758699
406	0.8043253558	0.8526783607
407	0.8043253558	0.8518818609
408	0.8046831518	0.8510728599
409	0.8046831518	0.8502949177
410	0.8046036416	0.849513326
411	0.804762662	0.8486787017
412	0.8046433967	0.8479001383
413	0.8047229069	0.8471223513
414	0.8047229069	0.8463135833
415	0.8047229069	0.8455433281
416	0.8047229069	0.8447522636
417	0.8048024171	0.8439856577
418	0.8048819273	0.8432197507
419	0.8050011927	0.8424686742
420	0.8050011927	0.8416453086
421	0.8050011927	0.8408628629
422	0.8050011927	0.8400993629
423	0.8050011927	0.8393222748
424	0.8049216824	0.8385536501
425	0.8050011927	0.8377947313
426	0.8049216824	0.8370407819
427	0.8049216824	0.8362843478
428	0.8049614375	0.835547403
429	0.8050409478	0.8347806419
430	0.8048819273	0.8340397371
431	0.8048819273	0.8333067523
432	0.8049614375	0.8325558311
433	0.8049216824	0.8318062299
434	0.8050011927	0.8310750309
435	0.805120458	0.830350432
436	0.805120458	0.829615273
437	0.8050807029	0.8288603142
438	0.8050409478	0.8281414611
439	0.8050409478	0.8273787376
440	0.8050409478	0.8266547598
441	0.8050011927	0.8259369161
442	0.8050409478	0.8252171312
443	0.805120458	0.8244804194
444	0.8050807029	0.8237792697
445	0.8050807029	0.8230804494
446	0.8050807029	0.8223326341
447	0.8050807029	0.8216065598
448	0.8051602131	0.8208902691
449	0.805120458	0.8201684654
450	0.8053192335	0.8194461182
451	0.8052397233	0.818709484
452	0.8051999682	0.8179967649
453	0.8051602131	0.817317201
454	0.8051999682	0.8165919809
455	0.8052794784	0.8158850077
456	0.8053192335	0.8151481406
457	0.8052397233	0.8144536685
458	0.8052794784	0.8137725517
459	0.8053987437	0.8130926772
460	0.8053192335	0.8123917605
461	0.8053589886	0.8117008602
462	0.8054384988	0.8109911694
463	0.805478254	0.810295455
464	0.8054384988	0.8096179876
465	0.8055975193	0.8088928451
466	0.8055577642	0.8081796602
467	0.8056372744	0.8074775787
468	0.8057962948	0.806767655
469	0.8057565397	0.8060877805
470	0.8057565397	0.8054308118
471	0.8058360499	0.8047555962
472	0.8057962948	0.8041214556
473	0.8057962948	0.803455014
474	0.8058360499	0.8027937747
475	0.8057962948	0.8021388248
476	0.8058360499	0.8014536704
477	0.8058360499	0.8008026805
478	0.8057962948	0.8001401212
479	0.8059553153	0.7994615667
480	0.8059553153	0.798799551
481	0.8059950704	0.7981266647
482	0.8061143357	0.7974641831
483	0.8060745806	0.7967996827
484	0.806233601	0.7961615045
485	0.8061938459	0.7955227828
486	0.8061938459	0.7948641835
487	0.8061938459	0.7942165324
488	0.8061938459	0.7935771119
489	0.8061540908	0.7929134656
490	0.8063131112	0.7922276123
491	0.8062733561	0.7915890459
492	0.8064323766	0.7909284278
493	0.8062733561	0.7903060895
494	0.8063131112	0.7896835183
495	0.8062733561	0.7890589283
496	0.8063926215	0.7884460629
497	0.8063926215	0.7878154941
498	0.8063528663	0.7871617089
499	0.8062733561	0.7865393706
500	0.8063131112	0.7859289123
501	0.8063528663	0.785332508
502	0.8064721317	0.7846735981
503	0.8064323766	0.7840492411
504	0.8065118868	0.7834366086
505	0.8068299276	0.7827825905
506	0.8068299276	0.7821563699
507	0.8068696828	0.7815082529
508	0.8069094379	0.7808748888
509	0.8069094379	0.7802616352
510	0.8068696828	0.7796708991
511	0.8068696828	0.7790781443
512	0.8069094379	0.7784834482
513	0.8070287032	0.7778591688
514	0.8069889481	0.7772309294
515	0.8069889481	0.7766342145
516	0.8069889481	0.7760319091
517	0.8070287032	0.7754198202
518	0.806949193	0.77482955
519	0.8070684583	0.7742289528
520	0.8070684583	0.7736023439
521	0.8070287032	0.7730353678
522	0.8073467441	0.7724237447
523	0.8070684583	0.7718409286
524	0.8070684583	0.7712622278
525	0.8071082134	0.7706551859
526	0.8069889481	0.7700821533
527	0.8071082134	0.7694827208
528	0.8071877236	0.768863799
529	0.8070287032	0.7682734512
530	0.8071479685	0.7676770469
531	0.8073467441	0.7671132542
532	0.8074660094	0.7665297393
533	0.8073467441	0.7659393138
534	0.8075852747	0.7653662036
535	0.8075057645	0.7647920062
536	0.8076647849	0.7642249524
537	0.8075057645	0.7636450869
538	0.8075852747	0.7630776448
539	0.8076250298	0.7624842688
540	0.80770454	0.761914575
541	0.8077442951	0.7613564505
542	0.8076647849	0.7607953755
543	0.8075852747	0.7602309617
544	0.8075852747	0.7596632867
545	0.8078238054	0.7590991834
546	0.8076647849	0.75856016
547	0.8075057645	0.7580121297
548	0.80770454	0.7574427464
549	0.8077442951	0.7569024031
550	0.8078238054	0.7563538292
551	0.8077840503	0.7558224152
552	0.8077442951	0.755234785
553	0.8077840503	0.7546671876
554	0.8078238054	0.7541443148
555	0.8079828258	0.7536079314
556	0.8079033156	0.7530800892
557	0.8079828258	0.7525083765
558	0.8080225809	0.7519756425
559	0.8079828258	0.7514616991
560	0.8081418462	0.7509058264
561	0.8082213564	0.7503625324
562	0.8082213564	0.7498187726
563	0.8083803769	0.7492688787
564	0.8082611116	0.7487537705
565	0.8083803769	0.7482163001
566	0.8086189075	0.7476821685
567	0.8085791524	0.7471665168
568	0.8085791524	0.7466179428
569	0.8086189075	0.7461001947
570	0.8086586626	0.7456021688
571	0.8085393973	0.7450956794
572	0.8086586626	0.7445578207
573	0.8086189075	0.7440664724
574	0.8084996422	0.7435489572
575	0.8084598871	0.7430289572
576	0.8084598871	0.7425382301
577	0.8084598871	0.7420111644
578	0.8083008667	0.741523776
579	0.8083803769	0.7409749692
580	0.8084996422	0.7404573763
581	0.8085791524	0.739939007
582	0.8085791524	0.7394408258
583	0.8085791524	0.7389179529
584	0.8085791524	0.738401913
585	0.8086984177	0.7379256281
586	0.8087381729	0.7374203034
587	0.808777928	0.7369018564
588	0.8088176831	0.7363880682
589	0.808777928	0.7358757553
590	0.808777928	0.7353920164
591	0.8088574382	0.7348967082
592	0.808777928	0.7343910729
593	0.8088971933	0.7338852823
594	0.8089767035	0.7334030963
595	0.8089369484	0.7329021975
596	0.8088574382	0.7323975716
597	0.8090562137	0.7318857246
598	0.8090562137	0.7313932116
599	0.8089767035	0.7309201879
600	0.8090562137	0.7304272867
601	0.8090164586	0.7299276302
602	0.8090164586	0.7294218396
603	0.8090562137	0.7289394983
604	0.8091357239	0.728463757
605	0.8092549893	0.7279670511
606	0.8092152342	0.7274752369
607	0.8092549893	0.7269722416
608	0.8093742546	0.726487338
609	0.8093742546	0.7259878368
610	0.8094935199	0.7255078249
611	0.8094935199	0.725030686
612	0.8094935199	0.7245599917
613	0.8094935199	0.7240854927
614	0.8094935199	0.7236207773
615	0.809533275	0.7231531112
616	0.809533275	0.7226734099
617	0.809533275	0.7221907581
618	0.8096127852	0.7217188991
619	0.8096127852	0.7212521648
620	0.8096922955	0.7207841882
621	0.8096525404	0.7203097668
622	0.8098513159	0.7198222232
623	0.8097718057	0.719359216
624	0.8098115608	0.7188945005
625	0.809891071	0.7184239615
626	0.809891071	0.7179268674
627	0.8098513159	0.717446079
628	0.8098115608	0.7170187116
629	0.809891071	0.716567429
630	0.8100500914	0.7161289581
631	0.8099705812	0.7156883131
632	0.8100500914	0.7151939366
633	0.8100103363	0.7147253388
634	0.8101296017	0.7142844608
635	0.8100898465	0.7138551523
636	0.8101296017	0.7134031708
637	0.810248867	0.7129614388
638	0.8102091119	0.7125186197
639	0.8102091119	0.7120650077
640	0.810248867	0.7116186945
641	0.8103283772	0.7111800683
642	0.8102886221	0.7107423739
643	0.8102886221	0.7102923336
644	0.8103283772	0.709865665
645	0.8102886221	0.709434027
646	0.8102886221	0.7090101537
647	0.8101693568	0.7085813886
648	0.810248867	0.7081377154
649	0.810248867	0.7076926446
650	0.8102886221	0.7072549501
651	0.8103283772	0.7068171781
652	0.8103681323	0.7063747472
653	0.8102886221	0.705938761
654	0.8104078874	0.7054898078
655	0.8104873976	0.7050255582
656	0.8104476425	0.7045902708
657	0.8104078874	0.7041679504
658	0.8104476425	0.7037334395
659	0.8104476425	0.7033004815
660	0.8105271527	0.7028587495
661	0.8105669078	0.702416241
662	0.810606663	0.7019649584
663	0.8105669078	0.7015253228
664	0.8106861732	0.701110767
665	0.8107259283	0.7006833996
666	0.8108054385	0.700267291
667	0.8107656834	0.6998400012
668	0.8107656834	0.6994082856
669	0.8106861732	0.6989805299
670	0.8108451936	0.698548892
671	0.8108849487	0.6981359668
672	0.8109247038	0.6977365522
673	0.8108849487	0.697314853
674	0.8109644589	0.6969182337
675	0.8109644589	0.696481471
676	0.8109247038	0.6960666047
677	0.8109247038	0.695625028
678	0.8109644589	0.6952165287
679	0.8109247038	0.6948090388
680	0.8110439692	0.6944003066
681	0.8111234794	0.693998485
682	0.8110439692	0.6936180161
683	0.8110439692	0.6931972487
684	0.8110439692	0.692809714
685	0.8110439692	0.6923819584
686	0.8111632345	0.691990852
687	0.8111234794	0.6915895739
688	0.8111234794	0.6911966039
689	0.8112029896	0.6908046434
690	0.8112029896	0.6903855842
691	0.8112427447	0.6899952542
692	0.8112029896	0.6896003431
693	0.8112029896	0.6892072179
694	0.8114017651	0.6888236432
695	0.8112427447	0.6884046617
696	0.8112824998	0.6880036941
697	0.8114415202	0.6876239241
698	0.8115210305	0.6872238883
699	0.8114415202	0.6868539795
700	0.8114812753	0.6864737436
701	0.8115210305	0.6860883054
702	0.8115607856	0.6857079142
703	0.8114415202	0.6853039185
704	0.8116402958	0.6849161509
705	0.8116005407	0.6845222492
706	0.8116402958	0.6841362675
707	0.8116800509	0.6837441517
708	0.8117595611	0.6833318477
709	0.811719806	0.6829335201
710	0.811719806	0.6825442773
711	0.811719806	0.6821669143
712	0.8117993162	0.6817882314
713	0.8117595611	0.6814176237
714	0.811719806	0.6810538489
715	0.8117595611	0.6806938012
716	0.8118390713	0.6803015301
717	0.8118390713	0.6799179554
718	0.8118390713	0.6795286349
719	0.8118390713	0.6791462249
720	0.8117993162	0.6787878854
721	0.8118390713	0.6783960801
722	0.8118390713	0.6780146019
723	0.8117993162	0.6776376272
724	0.8118390713	0.6772438032
725	0.8118788264	0.676881426
726	0.8117993162	0.6765046843
727	0.8118788264	0.6761444812
728	0.8118788264	0.67577333
729	0.8118788264	0.675386106
730	0.8119185815	0.6750193806
731	0.8119185815	0.6746422506
732	0.8119185815	0.6742915205
733	0.8119583366	0.673947235
734	0.8119185815	0.6736040366
735	0.8119583366	0.6732444548
736	0.8120378469	0.6728941129
737	0.8121173571	0.6725343757
738	0.8121173571	0.672193662
739	0.8121571122	0.6718625765
740	0.8121571122	0.6715217852
741	0.8121571122	0.6711475281
742	0.8121968673	0.6708047179
743	0.8121571122	0.670453056
744	0.8121968673	0.6701009283
745	0.8121571122	0.6697616899
746	0.8121968673	0.6694108821
747	0.8121571122	0.669048272
748	0.8122763775	0.6686847302
749	0.8121968673	0.6683285648
750	0.8121968673	0.6679620724
751	0.8121571122	0.6676225234
752	0.8121968673	0.6672813438
753	0.8122763775	0.6669322443
754	0.8122763775	0.6665785635
755	0.8122763775	0.666233191
756	0.8122763775	0.6658768704
757	0.8122763775	0.6655170556
758	0.8122366224	0.6651662478
759	0.8123161326	0.6648041036
760	0.8122763775	0.6644593523
761	0.8122763775	0.6641084668
762	0.8124353979	0.6637414309
763	0.8124751531	0.6633734632
764	0.8124751531	0.6630155896
765	0.8125149082	0.6626786029
766	0.8124751531	0.6623373457
767	0.8125149082	0.6620148013
768	0.8125944184	0.6616831723
769	0.8124751531	0.6613530185
770	0.8125149082	0.6610131589
771	0.8125944184	0.6606494618
772	0.8126739286	0.6602984987
773	0.8126341735	0.6599831755
774	0.8127136837	0.6596353183
775	0.8127534388	0.6592991081
776	0.8127534388	0.6589580062
777	0.8127534388	0.658641363
778	0.812832949	0.6583266609
779	0.812832949	0.6580055918
780	0.8127931939	0.6577023815
781	0.8127931939	0.6573786724
782	0.8127136837	0.6570687068
783	0.8127136837	0.6567469389
784	0.812832949	0.6564203569
785	0.8127931939	0.6560861655
786	0.812832949	0.6557498
787	0.812832949	0.6554182486
788	0.8127931939	0.65510541
789	0.8127931939	0.6548051503
790	0.8127931939	0.6544618742
791	0.8129522144	0.6541192194
792	0.8129124593	0.6538087879
793	0.8128727041	0.6534653565
794	0.8129124593	0.6531394733
795	0.8129124593	0.65284263
796	0.8129124593	0.6525364691
797	0.8128727041	0.6522292988
798	0.8129919695	0.6519174696
799	0.8130317246	0.6516169769
800	0.8129919695	0.6513008772
801	0.8130317246	0.6509942892
802	0.8129919695	0.6506895648
803	0.8131112348	0.6503716016
804	0.8130714797	0.6500594618
805	0.8130317246	0.6497367233
806	0.8130317246	0.6494131307
807	0.8130714797	0.6491084063
808	0.8131112348	0.6487986736
809	0.8131112348	0.6484845927
810	0.8131112348	0.6481706283
811	0.8130714797	0.6478747167
812	0.8131509899	0.6475713511
813	0.8131509899	0.6472671313
814	0.8131509899	0.6469697445
815	0.8131112348	0.6466702224
816	0.813190745	0.646367905
817	0.8132305001	0.6460574735
818	0.8133100103	0.645758029
819	0.8132305001	0.6454645245
820	0.8133100103	0.6451731941
821	0.8133497654	0.6448680037
822	0.8133100103	0.6445610663
823	0.8134690308	0.6442610783
824	0.8134690308	0.6439396598
825	0.8134690308	0.643641613
826	0.8133497654	0.6433515249
827	0.8133497654	0.6430189253
828	0.8133895206	0.6427183549
829	0.8134690308	0.642434828
830	0.8134690308	0.6421400423
831	0.8134690308	0.641852206
832	0.8135087859	0.6415599439
833	0.8134292757	0.6412726899
834	0.8134690308	0.6409890465
835	0.8136280512	0.6406930185
836	0.8136678063	0.6404213715
837	0.8137870716	0.6401350882
838	0.8138268267	0.639849853
839	0.8138268267	0.6395353451
840	0.8137870716	0.6392489064
841	0.8137870716	0.6389420855
842	0.8137473165	0.638643534
843	0.8139460921	0.6383452153
844	0.8140653574	0.6380515555
845	0.8140256023	0.6377619334
846	0.8140256023	0.6374911017
847	0.8140256023	0.6372157277
848	0.8141448676	0.6369087515
849	0.8141448676	0.6366172658
850	0.8141448676	0.6363126966
851	0.8140256023	0.6360569672
852	0.8141448676	0.6357761579
853	0.8140256023	0.635494184
854	0.8141051125	0.6352249829
855	0.8142243778	0.6349496088
856	0.8142243778	0.6346411962
857	0.8142243778	0.6343743245
858	0.8140653574	0.6340958834
859	0.8140256023	0.6338007483
860	0.8141051125	0.6335315861
861	0.8140653574	0.6332555909
862	0.8141051125	0.632961737
863	0.8141051125	0.6326726195
864	0.8141051125	0.6323915773
865	0.8140256023	0.6321193868
866	0.8140653574	0.6318489433
867	0.8141448676	0.6315625047
868	0.8140653574	0.6312735425
869	0.8141846227	0.6309952179
870	0.8142243778	0.630716078
871	0.8142243778	0.6304419075
872	0.8141846227	0.6301668829
873	0.8141051125	0.6299124735
874	0.8141846227	0.6296466112
875	0.814303888	0.6293771384
876	0.8143436432	0.6291032785
877	0.8144629085	0.6288452197
878	0.8144231534	0.6285732621
879	0.8144629085	0.6282823588
880	0.8145026636	0.6280007731
881	0.8145424187	0.6277365413
882	0.8145424187	0.6274712614
883	0.8145424187	0.6272097473
884	0.8145424187	0.6269313063
885	0.8145026636	0.6266624158
886	0.8145026636	0.626393137
887	0.8145424187	0.6261314677
888	0.8144629085	0.6258740689
889	0.8144231534	0.6255862326
890	0.8145026636	0.6253337255
891	0.8145026636	0.625069455
892	0.8145821738	0.6247907422
893	0.8147014391	0.6245112529
894	0.8147809494	0.6242694611
895	0.8147809494	0.6239921847
896	0.8148604596	0.6237383965
897	0.8147411942	0.6234860447
898	0.8147809494	0.6232308588
