iter	Passed	Remaining
183	3936	103022
184	3956	102973
185	3976	102925
186	3997	102889
187	4018	102846
188	4039	102825
189	4061	102809
190	4081	102776
191	4102	102728
192	4123	102693
193	4144	102660
194	4166	102668
195	4188	102668
196	4209	102629
197	4230	102590
198	4251	102575
199	4271	102525
200	4293	102506
201	4314	102468
202	4336	102462
203	4356	102414
204	4376	102371
205	4397	102334
206	4418	102301
207	4439	102282
208	4460	102242
209	4480	102197
210	4500	102154
211	4522	102134
212	4542	102095
213	4563	102054
214	4583	102013
215	4604	101971
216	4625	101945
217	4645	101907
218	4666	101870
219	4686	101835
220	4707	101796
221	4728	101760
222	4749	101736
223	4771	101729
224	4791	101692
225	4812	101665
226	4832	101618
227	4853	101584
228	4874	101553
229	4895	101527
230	4916	101509
231	4937	101482
232	4959	101457
233	4980	101431
234	5001	101414
235	5022	101381
236	5044	101373
237	5064	101341
238	5085	101307
239	5105	101264
240	5126	101227
241	5147	101205
242	5170	101211
243	5192	101210
244	5214	101195
245	5234	101158
246	5255	101136
247	5276	101100
248	5297	101077
249	5317	101040
250	5338	101009
251	5358	100960
252	5378	100924
253	5399	100881
254	5419	100853
255	5440	100814
256	5462	100812
257	5484	100795
258	5504	100755
259	5524	100720
260	5544	100672
261	5565	100647
262	5587	100630
263	5607	100602
264	5628	100562
265	5648	100525
266	5669	100497
267	5689	100456
268	5709	100420
269	5731	100402
270	5754	100412
271	5775	100385
272	5795	100353
273	5816	100317
274	5836	100285
275	5857	100249
276	5877	100212
277	5897	100175
278	5919	100158
279	5939	100121
280	5961	100114
281	5982	100097
282	6004	100075
283	6024	100037
284	6044	99998
285	6065	99975
286	6086	99946
287	6107	99931
288	6128	99905
289	6150	99900
290	6173	99894
291	6194	99873
292	6215	99849
293	6237	99841
294	6258	99824
295	6280	99809
296	6301	99788
297	6322	99763
298	6343	99740
299	6365	99731
300	6387	99709
301	6406	99668
302	6428	99655
303	6450	99646
304	6471	99618
305	6492	99595
306	6514	99587
307	6535	99564
308	6556	99537
309	6578	99526
310	6599	99506
311	6620	99469
312	6640	99443
313	6662	99425
314	6682	99388
315	6704	99372
316	6726	99371
317	6751	99398
318	6773	99398
319	6796	99400
320	6817	99379
321	6838	99342
322	6858	99312
323	6879	99282
324	6899	99253
325	6921	99231
326	6942	99215
327	6963	99189
328	6984	99159
329	7005	99132
330	7026	99115
331	7047	99093
332	7071	99107
333	7093	99101
334	7115	99086
335	7135	99051
336	7158	99054
337	7181	99056
338	7204	99054
339	7224	99023
340	7246	99006
341	7267	98981
342	7288	98958
343	7309	98939
344	7330	98912
345	7351	98889
346	7373	98868
347	7394	98852
348	7416	98842
349	7439	98836
350	7460	98808
351	7480	98782
352	7502	98760
353	7522	98732
354	7543	98707
355	7564	98676
356	7585	98652
357	7605	98622
358	7628	98612
359	7648	98580
360	7670	98565
361	7690	98535
362	7712	98519
363	7736	98531
364	7758	98528
365	7780	98512
366	7800	98476
367	7821	98453
368	7843	98437
369	7863	98401
370	7884	98376
371	7906	98357
372	7927	98339
373	7948	98310
374	7968	98280
375	7990	98260
376	8011	98247
377	8032	98220
378	8054	98210
379	8077	98202
380	8097	98174
381	8119	98154
382	8141	98140
383	8162	98125
384	8200	98295
385	8232	98405
386	8255	98408
387	8280	98424
388	8303	98420
389	8324	98404
390	8346	98382
391	8367	98356
392	8387	98328
393	8410	98319
394	8431	98297
395	8451	98259
396	8472	98228
397	8492	98196
398	8512	98165
399	8532	98128
400	8553	98100
401	8574	98077
402	8595	98050
403	8616	98021
404	8636	97985
405	8656	97955
406	8678	97940
407	8700	97918
408	8722	97905
409	8744	97895
410	8767	97898
411	8791	97896
412	8813	97882
413	8834	97860
414	8855	97833
415	8875	97804
416	8896	97775
417	8916	97739
418	8937	97710
419	8960	97706
420	8981	97692
421	9002	97665
422	9023	97642
423	9044	97609
424	9064	97577
425	9085	97547
426	9106	97531
427	9127	97499
428	9150	97500
429	9172	97484
430	9194	97471
431	9215	97444
432	9236	97422
433	9257	97392
434	9278	97369
435	9299	97343
436	9319	97315
437	9343	97319
438	9364	97296
439	9386	97273
440	9407	97256
441	9430	97244
442	9450	97218
443	9471	97192
444	9492	97165
445	9514	97146
446	9534	97114
447	9555	97092
448	9576	97071
449	9597	97041
450	9617	97011
451	9638	96984
452	9659	96961
453	9680	96935
454	9701	96911
455	9722	96885
456	9744	96871
457	9766	96850
458	9786	96821
459	9807	96794
460	9827	96764
461	9848	96737
462	9868	96704
463	9890	96688
464	9912	96671
465	9933	96650
466	9954	96620
467	9974	96594
468	9995	96565
469	10017	96554
470	10040	96549
471	10061	96525
472	10085	96527
473	10106	96503
474	10127	96481
475	10149	96459
476	10173	96464
477	10197	96472
478	10221	96471
479	10243	96459
480	10267	96460
481	10288	96439
482	10310	96424
483	10332	96406
484	10354	96391
485	10374	96359
486	10395	96338
487	10416	96311
488	10437	96289
489	10458	96263
490	10479	96240
491	10500	96207
492	10520	96176
493	10541	96157
494	10562	96126
495	10583	96106
496	10604	96077
497	10626	96062
498	10648	96048
499	10671	96042
500	10693	96028
501	10714	96004
502	10735	95979
503	10756	95958
504	10778	95937
505	10799	95915
506	10820	95886
507	10840	95860
508	10861	95831
509	10882	95806
510	10903	95780
511	10924	95759
512	10947	95751
513	10968	95730
514	10990	95713
515	11011	95685
516	11031	95656
517	11051	95627
518	11072	95597
519	11095	95590
520	11117	95575
521	11138	95549
522	11159	95523
523	11179	95496
524	11201	95480
525	11224	95474
526	11245	95450
527	11267	95429
528	11287	95395
529	11307	95368
530	11328	95338
531	11349	95315
532	11370	95294
533	11390	95258
534	11411	95238
535	11433	95221
536	11454	95196
537	11476	95178
538	11497	95154
539	11517	95128
540	11538	95103
541	11561	95095
542	11582	95070
543	11603	95049
544	11625	95033
545	11648	95019
546	11671	95012
547	11692	94990
548	11712	94962
549	11733	94932
550	11753	94905
551	11775	94888
552	11797	94867
553	11818	94848
554	11841	94842
555	11863	94825
556	11886	94811
557	11907	94790
558	11928	94766
559	11949	94742
560	11971	94728
561	11993	94710
562	12014	94686
563	12035	94658
564	12055	94630
565	12076	94607
566	12097	94579
567	12119	94566
568	12141	94549
569	12162	94529
570	12186	94524
571	12212	94537
572	12234	94525
573	12256	94511
574	12278	94493
575	12300	94478
576	12322	94461
577	12344	94443
578	12368	94439
579	12389	94418
580	12411	94400
581	12433	94384
582	12454	94360
583	12475	94333
584	12496	94313
585	12517	94286
586	12537	94258
587	12558	94228
588	12578	94200
589	12598	94169
590	12619	94143
591	12642	94137
592	12663	94110
593	12684	94084
594	12705	94060
595	12726	94038
596	12747	94015
597	12768	93991
598	12789	93969
599	12811	93948
600	12832	93930
601	12854	93912
602	12876	93895
603	12897	93871
604	12919	93850
605	12939	93822
606	12960	93800
607	12982	93779
608	13003	93760
609	13025	93739
610	13047	93723
611	13070	93715
612	13091	93689
613	13111	93658
614	13132	93638
615	13153	93610
616	13174	93588
617	13198	93584
618	13219	93563
619	13240	93538
620	13261	93515
621	13283	93496
622	13303	93468
623	13324	93443
624	13345	93418
625	13365	93387
626	13385	93356
627	13407	93342
628	13430	93327
629	13450	93300
630	13473	93286
631	13492	93254
632	13514	93233
633	13534	93206
634	13555	93180
635	13577	93163
636	13598	93139
637	13618	93110
638	13639	93083
639	13660	93064
640	13682	93043
641	13703	93021
642	13723	92994
643	13744	92968
644	13766	92947
645	13789	92939
646	13811	92924
647	13833	92907
648	13854	92885
649	13874	92855
650	13895	92830
651	13917	92811
652	13939	92797
653	13961	92775
654	13980	92744
655	14002	92724
656	14023	92697
657	14044	92679
658	14067	92665
659	14088	92643
660	14109	92618
661	14130	92596
662	14151	92572
663	14172	92548
664	14194	92532
665	14217	92521
666	14240	92506
667	14260	92478
668	14280	92452
669	14303	92435
670	14323	92411
671	14345	92390
672	14366	92366
673	14387	92345
674	14407	92316
675	14428	92293
676	14448	92261
677	14469	92235
678	14489	92209
679	14509	92176
680	14530	92152
681	14551	92130
682	14573	92110
683	14593	92082
684	14614	92059
685	14634	92033
686	14654	92002
687	14674	91972
688	14695	91945
689	14716	91922
690	14737	91900
691	14758	91878
692	14780	91863
693	14803	91850
694	14824	91824
695	14844	91796
696	14865	91772
697	14886	91748
698	14907	91726
699	14928	91705
700	14948	91676
701	14970	91659
702	14991	91634
703	15012	91609
704	15032	91582
705	15054	91561
706	15075	91539
707	15096	91519
708	15117	91492
709	15137	91466
710	15158	91439
711	15178	91412
712	15201	91402
713	15225	91393
714	15246	91369
715	15267	91348
716	15288	91325
717	15309	91304
718	15332	91289
719	15354	91276
720	15377	91259
721	15399	91245
722	15420	91223
723	15441	91197
724	15462	91177
725	15483	91150
726	15505	91131
727	15526	91111
728	15548	91093
729	15571	91082
730	15591	91056
731	15614	91040
732	15635	91019
733	15657	91003
734	15679	90985
735	15701	90966
736	15723	90947
737	15744	90923
738	15765	90903
739	15787	90884
740	15810	90875
741	15832	90856
742	15854	90838
743	15877	90824
744	15898	90802
745	15920	90784
746	15943	90774
747	15964	90751
748	15985	90726
749	16006	90704
750	16027	90678
751	16049	90665
752	16070	90639
753	16091	90617
754	16112	90591
755	16133	90568
756	16154	90544
757	16175	90520
758	16196	90500
759	16218	90484
760	16241	90469
761	16261	90443
762	16282	90420
763	16303	90392
764	16324	90370
765	16345	90350
766	16366	90324
767	16386	90298
768	16409	90283
769	16431	90268
770	16453	90248
771	16474	90227
772	16497	90211
773	16520	90198
774	16539	90167
775	16559	90139
776	16582	90128
777	16603	90104
778	16625	90087
779	16646	90062
780	16666	90032
781	16687	90007
782	16708	89985
783	16730	89966
784	16749	89936
785	16771	89915
786	16793	89900
787	16817	89890
788	16838	89871
789	16860	89851
790	16882	89832
791	16904	89814
792	16925	89793
793	16946	89771
794	16968	89751
795	16989	89730
796	17011	89710
797	17033	89694
798	17056	89682
799	17077	89658
800	17098	89633
801	17119	89609
802	17139	89583
803	17160	89559
804	17180	89531
805	17201	89508
806	17225	89498
807	17249	89493
808	17270	89469
809	17290	89440
810	17311	89415
811	17332	89392
812	17352	89368
813	17373	89344
814	17394	89321
815	17415	89298
816	17438	89281
817	17459	89259
818	17479	89234
819	17500	89210
820	17522	89194
821	17542	89164
822	17564	89144
823	17584	89118
824	17605	89096
825	17626	89072
826	17647	89049
827	17667	89021
828	17688	88997
829	17709	88976
830	17730	88953
831	17750	88925
832	17772	88905
833	17796	88894
834	17819	88885
835	17840	88859
836	17866	88861
837	17890	88854
838	17912	88836
839	17933	88815
840	17955	88797
841	17976	88773
842	17997	88751
843	18019	88731
844	18040	88707
845	18061	88683
846	18082	88663
847	18104	88644
848	18125	88622
849	18147	88601
850	18169	88585
851	18190	88559
852	18212	88545
853	18235	88528
854	18256	88505
855	18278	88486
856	18298	88459
857	18319	88437
858	18340	88415
859	18361	88392
860	18383	88371
861	18404	88348
862	18425	88329
863	18446	88306
864	18469	88288
865	18491	88272
866	18513	88252
867	18533	88224
868	18554	88201
869	18574	88177
870	18596	88155
871	18616	88131
872	18638	88112
873	18660	88093
874	18681	88069
875	18702	88047
876	18724	88029
877	18745	88004
878	18765	87979
879	18787	87958
880	18808	87935
881	18833	87931
882	18854	87908
883	18875	87884
884	18897	87868
885	18918	87846
886	18939	87822
887	18960	87800
888	18982	87779
889	19003	87755
890	19024	87733
891	19045	87713
892	19066	87688
893	19088	87669
894	19109	87647
895	19131	87630
896	19153	87608
897	19173	87581
898	19194	87561
899	19215	87535
900	19236	87514
901	19259	87498
902	19280	87476
903	19301	87453
904	19321	87429
905	19342	87402
906	19362	87377
907	19383	87353
908	19404	87331
909	19425	87307
910	19446	87283
911	19467	87263
912	19488	87241
913	19509	87216
914	19530	87192
915	19551	87172
916	19573	87151
917	19594	87127
918	19616	87109
919	19637	87085
920	19658	87064
921	19679	87040
922	19700	87019
923	19721	86997
924	19743	86979
925	19765	86958
926	19788	86946
927	19810	86927
928	19833	86912
929	19854	86890
930	19875	86868
931	19896	86845
932	19918	86825
933	19940	86805
934	19961	86786
935	19984	86769
936	20006	86752
937	20027	86727
938	20048	86705
939	20069	86683
940	20089	86656
941	20110	86631
942	20132	86615
943	20153	86592
944	20175	86571
945	20195	86548
946	20218	86529
947	20243	86524
948	20265	86508
949	20287	86490
950	20309	86471
951	20330	86446
952	20352	86427
953	20373	86404
954	20395	86387
955	20416	86366
956	20438	86344
957	20460	86325
958	20482	86310
959	20505	86291
960	20526	86269
961	20546	86246
962	20567	86220
963	20590	86208
964	20613	86190
965	20634	86170
966	20655	86145
967	20676	86122
968	20696	86095
969	20717	86074
970	20738	86050
971	20759	86029
972	20782	86012
973	20804	85994
974	20826	85977
975	20849	85961
976	20870	85938
977	20890	85913
978	20911	85888
979	20931	85862
980	20951	85836
981	20972	85813
982	20993	85788
983	21014	85765
984	21036	85747
985	21057	85723
986	21078	85701
987	21098	85677
988	21120	85655
989	21140	85631
990	21160	85604
991	21181	85580
992	21203	85559
993	21224	85540
994	21247	85524
995	21271	85511
996	21292	85489
997	21312	85462
998	21332	85437
999	21353	85413
1000	21375	85393
1001	21396	85373
1002	21419	85356
1003	21441	85338
1004	21462	85317
1005	21482	85291
1006	21504	85269
1007	21525	85247
1008	21545	85222
1009	21566	85197
1010	21586	85173
1011	21607	85148
1012	21628	85124
1013	21649	85101
1014	21672	85088
1015	21693	85067
1016	21716	85050
1017	21738	85033
1018	21761	85017
1019	21782	84994
1020	21802	84969
1021	21825	84951
1022	21846	84930
1023	21869	84914
1024	21895	84910
1025	21916	84888
1026	21937	84867
1027	21969	84887
1028	21997	84891
1029	22022	84881
1030	22045	84867
1031	22068	84853
1032	22087	84823
1033	22107	84795
1034	22127	84768
1035	22147	84741
1036	22168	84719
1037	22189	84697
1038	22211	84676
1039	22231	84651
1040	22255	84638
1041	22279	84626
1042	22300	84603
1043	22322	84587
1044	22343	84562
1045	22363	84537
1046	22384	84511
1047	22405	84489
1048	22425	84464
1049	22445	84437
1050	22465	84412
1051	22487	84390
1052	22507	84365
1053	22529	84346
1054	22550	84322
1055	22571	84300
1056	22592	84280
1057	22613	84256
1058	22635	84236
1059	22655	84210
1060	22677	84189
1061	22697	84164
1062	22720	84149
1063	22741	84126
1064	22761	84100
1065	22782	84076
1066	22802	84051
1067	22821	84021
1068	22842	83996
1069	22863	83975
1070	22887	83964
1071	22908	83940
1072	22929	83917
1073	22950	83894
1074	22970	83870
1075	22992	83848
1076	23012	83824
1077	23033	83801
1078	23055	83781
1079	23077	83762
1080	23100	83745
1081	23120	83721
1082	23141	83696
1083	23161	83673
1084	23182	83650
1085	23204	83628
1086	23224	83602
1087	23244	83578
1088	23265	83554
1089	23286	83532
1090	23308	83513
1091	23329	83490
1092	23351	83473
1093	23372	83449
1094	23393	83424
1095	23414	83401
1096	23433	83374
1097	23454	83349
1098	23474	83326
1099	23495	83302
1100	23517	83282
1101	23537	83256
1102	23558	83235
1103	23580	83216
1104	23602	83196
1105	23623	83172
1106	23644	83150
1107	23664	83126
1108	23685	83100
1109	23706	83078
1110	23726	83054
1111	23747	83032
1112	23769	83009
1113	23788	82982
1114	23810	82961
1115	23831	82939
1116	23853	82921
1117	23875	82903
1118	23899	82889
1119	23919	82863
1120	23940	82843
1121	23962	82821
1122	23983	82801
1123	24004	82777
1124	24027	82759
1125	24047	82736
1126	24069	82714
1127	24088	82687
1128	24110	82666
1129	24130	82642
1130	24150	82616
1131	24171	82593
1132	24192	82569
1133	24212	82544
1134	24232	82519
1135	24253	82497
1136	24274	82474
1137	24294	82447
1138	24316	82429
1139	24338	82410
1140	24359	82387
1141	24380	82364
1142	24402	82343
1143	24424	82326
1144	24445	82304
1145	24466	82281
1146	24487	82258
1147	24508	82235
1148	24529	82214
1149	24551	82192
1150	24573	82175
1151	24594	82151
1152	24616	82132
1153	24637	82110
1154	24658	82089
1155	24678	82063
1156	24700	82043
1157	24722	82024
1158	24743	82001
1159	24765	81981
1160	24786	81959
1161	24806	81935
1162	24827	81911
1163	24848	81887
1164	24867	81860
1165	24891	81846
1166	24915	81834
1167	24936	81812
1168	24956	81787
1169	24978	81768
1170	25000	81747
1171	25020	81722
1172	25041	81699
1173	25062	81676
1174	25082	81651
1175	25102	81627
1176	25122	81601
1177	25143	81576
1178	25164	81555
1179	25185	81532
1180	25207	81513
1181	25229	81493
1182	25250	81472
1183	25271	81449
1184	25292	81426
1185	25316	81413
1186	25340	81401
1187	25364	81389
1188	25387	81373
1189	25408	81351
1190	25429	81328
1191	25450	81306
1192	25473	81288
1193	25494	81265
1194	25515	81244
1195	25538	81227
1196	25559	81204
1197	25580	81182
1198	25601	81161
1199	25623	81141
1200	25644	81119
1201	25665	81096
1202	25686	81072
1203	25707	81052
1204	25730	81034
1205	25751	81013
1206	25772	80989
1207	25793	80967
1208	25815	80947
1209	25837	80928
1210	25857	80903
1211	25879	80883
1212	25901	80864
1213	25925	80850
1214	25945	80825
1215	25966	80802
1216	25986	80778
1217	26008	80758
1218	26028	80733
1219	26049	80711
1220	26069	80686
1221	26094	80674
1222	26117	80657
1223	26136	80631
1224	26158	80611
1225	26180	80590
1226	26200	80564
1227	26220	80539
1228	26242	80522
1229	26264	80502
1230	26285	80480
1231	26307	80460
1232	26329	80440
1233	26350	80418
1234	26370	80394
1235	26392	80373
1236	26413	80352
1237	26435	80331
1238	26456	80307
1239	26477	80286
1240	26497	80262
1241	26520	80245
1242	26542	80224
1243	26562	80201
1244	26584	80179
1245	26605	80158
1246	26626	80136
1247	26647	80113
1248	26669	80093
1249	26690	80071
1250	26711	80048
1251	26732	80025
1252	26753	80003
1253	26775	79983
1254	26795	79958
1255	26814	79931
1256	26836	79912
1257	26856	79887
1258	26877	79864
1259	26898	79841
1260	26923	79829
1261	26944	79810
1262	26965	79787
1263	26986	79763
1264	27007	79741
1265	27029	79721
1266	27051	79701
1267	27074	79686
1268	27095	79665
1269	27115	79639
1270	27136	79614
1271	27157	79593
1272	27179	79574
1273	27201	79554
1274	27222	79533
1275	27243	79509
1276	27264	79487
1277	27285	79465
1278	27306	79442
1279	27328	79422
1280	27348	79398
1281	27369	79376
1282	27391	79356
1283	27413	79336
1284	27433	79313
1285	27454	79289
1286	27474	79265
1287	27497	79246
1288	27519	79228
1289	27539	79202
1290	27560	79181
1291	27583	79164
1292	27605	79143
1293	27627	79124
1294	27648	79103
1295	27670	79083
1296	27692	79062
1297	27714	79042
1298	27735	79022
1299	27758	79005
1300	27780	78985
1301	27800	78961
1302	27821	78939
1303	27843	78917
1304	27864	78895
1305	27885	78874
1306	27906	78852
1307	27928	78831
1308	27951	78815
1309	27973	78795
1310	27993	78770
1311	28014	78747
1312	28035	78725
1313	28056	78704
1314	28078	78683
1315	28100	78665
1316	28124	78649
1317	28146	78629
1318	28167	78608
1319	28188	78585
1320	28209	78564
1321	28231	78542
1322	28250	78517
1323	28271	78494
1324	28293	78474
1325	28314	78453
1326	28335	78429
1327	28356	78407
1328	28377	78384
1329	28399	78364
1330	28420	78342
1331	28441	78322
1332	28464	78303
1333	28485	78282
1334	28507	78261
1335	28527	78238
1336	28548	78214
1337	28569	78193
1338	28591	78171
1339	28611	78148
1340	28632	78125
1341	28653	78103
1342	28674	78080
1343	28694	78055
1344	28714	78029
1345	28735	78007
1346	28754	77982
1347	28775	77959
1348	28797	77938
1349	28818	77917
1350	28839	77893
1351	28860	77870
1352	28880	77846
1353	28900	77822
1354	28921	77800
1355	28944	77784
1356	28968	77768
1357	28988	77745
1358	29009	77721
1359	29030	77700
1360	29053	77683
1361	29075	77663
1362	29096	77641
1363	29117	77616
1364	29137	77593
1365	29159	77573
1366	29180	77551
1367	29201	77528
1368	29222	77507
1369	29244	77486
1370	29264	77462
1371	29284	77438
1372	29305	77416
1373	29326	77393
1374	29345	77365
1375	29365	77341
1376	29387	77320
1377	29407	77296
1378	29428	77275
1379	29450	77254
1380	29470	77229
1381	29491	77207
1382	29512	77184
1383	29532	77160
1384	29554	77140
1385	29575	77117
1386	29597	77098
1387	29619	77078
1388	29640	77055
1389	29663	77039
1390	29684	77017
1391	29705	76996
1392	29726	76973
1393	29747	76951
1394	29769	76932
1395	29790	76908
1396	29811	76887
1397	29832	76865
1398	29853	76842
1399	29875	76822
1400	29896	76800
1401	29917	76779
1402	29939	76758
1403	29960	76735
1404	29983	76720
1405	30005	76700
1406	30026	76678
1407	30047	76654
1408	30067	76629
1409	30087	76606
1410	30108	76583
1411	30130	76563
1412	30152	76543
1413	30173	76521
1414	30193	76498
1415	30214	76474
1416	30236	76454
1417	30257	76432
1418	30278	76410
1419	30299	76389
1420	30321	76369
1421	30342	76347
1422	30363	76324
1423	30384	76303
1424	30405	76281
1425	30427	76260
1426	30447	76235
1427	30467	76211
1428	30487	76186
1429	30508	76164
1430	30529	76142
1431	30551	76122
1432	30572	76100
1433	30593	76079
1434	30613	76054
1435	30634	76031
1436	30654	76006
1437	30676	75986
1438	30696	75962
1439	30717	75939
1440	30738	75918
1441	30758	75894
1442	30781	75876
1443	30803	75856
1444	30824	75834
1445	30845	75812
1446	30866	75791
1447	30888	75769
1448	30908	75745
1449	30928	75721
1450	30949	75699
1451	30970	75676
1452	30993	75660
1453	31017	75644
1454	31038	75622
1455	31059	75601
1456	31080	75578
1457	31101	75556
1458	31122	75534
1459	31144	75513
1460	31165	75492
1461	31186	75470
1462	31207	75448
1463	31228	75427
1464	31249	75404
1465	31270	75382
1466	31292	75361
1467	31312	75338
1468	31333	75316
1469	31354	75293
1470	31376	75273
1471	31397	75251
1472	31418	75229
1473	31440	75210
1474	31462	75189
1475	31483	75168
1476	31503	75142
1477	31523	75119
1478	31545	75098
1479	31565	75075
1480	31586	75053
1481	31607	75031
1482	31629	75010
1483	31650	74988
1484	31671	74966
1485	31692	74944
1486	31712	74920
1487	31732	74896
1488	31753	74873
1489	31774	74851
1490	31795	74828
1491	31817	74808
1492	31837	74785
1493	31858	74763
1494	31879	74741
1495	31900	74719
1496	31922	74699
1497	31943	74676
1498	31964	74654
1499	31985	74632
1500	32005	74609
1501	32028	74589
1502	32048	74567
1503	32070	74546
1504	32091	74525
1505	32111	74501
1506	32132	74479
1507	32153	74456
1508	32174	74433
1509	32194	74410
1510	32216	74390
1511	32238	74369
1512	32257	74344
1513	32278	74321
1514	32299	74299
1515	32321	74279
1516	32343	74259
1517	32364	74237
1518	32385	74215
1519	32405	74192
1520	32427	74172
1521	32448	74149
1522	32472	74134
1523	32493	74112
1524	32513	74088
1525	32533	74064
1526	32554	74041
1527	32574	74017
1528	32595	73995
1529	32616	73972
1530	32636	73949
1531	32657	73926
1532	32678	73905
1533	32700	73885
1534	32722	73865
1535	32743	73844
1536	32764	73820
1537	32784	73797
1538	32803	73771
1539	32824	73747
1540	32845	73727
1541	32868	73709
1542	32892	73694
1543	32913	73672
1544	32933	73646
1545	32953	73624
1546	32975	73602
1547	32995	73578
1548	33018	73560
1549	33041	73543
1550	33060	73516
1551	33080	73493
1552	33101	73470
1553	33121	73447
1554	33143	73427
1555	33165	73406
1556	33186	73385
1557	33206	73362
1558	33228	73340
1559	33248	73317
1560	33268	73293
1561	33290	73272
1562	33311	73250
1563	33332	73229
1564	33353	73208
1565	33374	73185
1566	33396	73164
1567	33417	73143
1568	33438	73121
1569	33459	73098
1570	33479	73075
1571	33500	73052
1572	33521	73030
1573	33542	73008
1574	33566	72993
1575	33589	72975
1576	33611	72956
1577	33635	72941
1578	33656	72918
1579	33676	72895
1580	33697	72872
1581	33717	72849
1582	33737	72825
1583	33758	72801
1584	33777	72776
1585	33800	72757
1586	33822	72737
1587	33842	72713
1588	33861	72688
1589	33883	72668
1590	33904	72646
1591	33925	72624
1592	33945	72600
1593	33965	72576
1594	33986	72553
1595	34009	72537
1596	34031	72517
1597	34055	72501
1598	34077	72480
1599	34098	72459
1600	34117	72433
1601	34139	72412
1602	34159	72389
1603	34180	72367
1604	34201	72344
1605	34221	72321
1606	34243	72300
1607	34265	72281
1608	34287	72261
1609	34307	72238
1610	34328	72215
1611	34348	72191
1612	34368	72168
1613	34389	72146
1614	34409	72122
1615	34431	72101
1616	34452	72079
1617	34473	72056
1618	34493	72034
1619	34515	72012
1620	34536	71990
1621	34555	71965
1622	34575	71942
1623	34596	71919
1624	34615	71894
1625	34636	71872
1626	34658	71852
1627	34680	71831
1628	34700	71808
1629	34721	71785
1630	34744	71767
1631	34768	71752
1632	34790	71732
1633	34811	71711
1634	34833	71690
1635	34855	71670
1636	34876	71648
1637	34896	71625
1638	34916	71601
1639	34937	71579
1640	34958	71556
1641	34979	71536
1642	35002	71516
1643	35024	71497
1644	35045	71475
1645	35066	71452
1646	35089	71435
1647	35110	71414
1648	35132	71393
1649	35151	71369
1650	35172	71345
1651	35192	71321
1652	35212	71298
1653	35232	71275
1654	35255	71256
1655	35276	71233
1656	35296	71210
1657	35317	71188
1658	35339	71168
1659	35360	71146
1660	35380	71123
1661	35401	71101
1662	35422	71079
1663	35443	71058
1664	35465	71037
1665	35488	71019
1666	35510	71000
1667	35531	70977
