iter	Accuracy	MultiClass
885	0.9427019537	0.2819405305
886	0.9427858742	0.2816350912
887	0.9428197995	0.2814156648
888	0.9429287176	0.2811752862
889	0.9430804887	0.2807903903
890	0.943071561	0.2804016164
891	0.9432304742	0.2799727515
892	0.9434072429	0.2795188053
893	0.9435161609	0.2789739639
894	0.943559014	0.2787772474
895	0.9437572091	0.2784421792
896	0.9439232645	0.2780407113
897	0.9440303971	0.2777185046
898	0.9441036043	0.2775662034
899	0.9442214501	0.2772140053
900	0.9442446621	0.2770588305
901	0.9443357248	0.276772809
902	0.9444339296	0.2765584044
903	0.9444428573	0.2763645615
904	0.9445035657	0.2762173938
905	0.9444999946	0.2760705608
906	0.9445785585	0.2756830145
907	0.9446374814	0.2755540649
908	0.9446714067	0.2753631235
909	0.9447803248	0.2748786836
910	0.9448624597	0.2746811022
911	0.9448981705	0.2744724169
912	0.944939238	0.2743199205
913	0.9449678067	0.2741412826
914	0.9450570838	0.2738862012
915	0.9451195778	0.273756303
916	0.9451481464	0.2735158965
917	0.9452409946	0.2733195426
918	0.9453445561	0.2729054085
919	0.9454481175	0.27258535
920	0.9454677585	0.2723381919
921	0.9455766765	0.2720819666
922	0.9457248765	0.2716847672
923	0.9458141536	0.2713366702
924	0.9459302139	0.271073247
925	0.946128409	0.2706182406
926	0.9461837609	0.2702502236
927	0.9463373175	0.2699992713
928	0.946401597	0.2697167092
929	0.9464801608	0.2694002219
930	0.9465265849	0.2691980372
931	0.9465997922	0.2690485538
932	0.9466605006	0.2688171587
933	0.9466997825	0.2686153924
934	0.9467337078	0.2684002904
935	0.9467854885	0.2682485193
936	0.9468765512	0.2679863236
937	0.9469533295	0.26774734
938	0.9469783271	0.2676122526
939	0.9470533199	0.2675235334
940	0.9472265174	0.2670987139
941	0.9473890018	0.266724587
942	0.9475157753	0.266411894
943	0.9475729126	0.2662717568
944	0.9476032668	0.2661216597
945	0.9477621801	0.2657447987
946	0.947821103	0.2655778784
947	0.9478496716	0.2654128832
948	0.9479943005	0.2649788848
949	0.9481300017	0.2647267328
950	0.9482299921	0.2644520104
951	0.9483067704	0.2642669278
952	0.948417474	0.2639955254
953	0.9485549608	0.2636427972
954	0.9485942427	0.2634448252
955	0.948628168	0.2632283561
956	0.9487406572	0.2627333425
957	0.9488156499	0.2624383932
958	0.9488638596	0.2622810423
959	0.9489120692	0.2620924165
960	0.9490477704	0.2617960723
961	0.9491799005	0.2614338863
962	0.9492048981	0.2612927448
963	0.9493156017	0.2610559093
964	0.9493370282	0.2608438483
965	0.9494763005	0.2605165919
966	0.9495709342	0.260060637
967	0.949626286	0.2598948327
968	0.9497030643	0.2597228069
969	0.9497369896	0.2595320049
970	0.9498316234	0.2592324803
971	0.9498851896	0.2590059396
972	0.9499476836	0.2587508024
973	0.950028033	0.2585098379
974	0.9500494595	0.2583039426
975	0.9501369511	0.2580334608
976	0.9503030065	0.257701629
977	0.9504226378	0.2574142683
978	0.950558339	0.257045247
979	0.9506226185	0.2566775369
980	0.9507779607	0.2563941937
981	0.9508583101	0.2560710106
982	0.9509458017	0.2557905689
983	0.9510600763	0.2553909422
984	0.9511047149	0.2551673031
985	0.9512654137	0.2547123804
986	0.9513457631	0.2544287024
987	0.951342192	0.2542968234
988	0.9514350402	0.2540987677
989	0.9514368257	0.2538507726
990	0.9515457438	0.2535013365
991	0.9515618137	0.2534250604
992	0.9515993101	0.2533512393
993	0.9516600185	0.2532168773
994	0.9517600089	0.2529592013
995	0.9518617848	0.252703785
996	0.9518939245	0.2525900404
997	0.9519367775	0.2523717858
998	0.9519832016	0.2521276687
999	0.9520135558	0.2519377317
